bus_id,station_id,voltage,dc,symbol,under_construction,tags,x,y
1,3,380,f,Substation,f,'"TSO"=>"", "oid"=>"29904", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.726563,21.665086
2,4,380,f,Substation,f,'"TSO"=>"", "oid"=>"29909", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',40.186615,21.851302
3,6,380,f,Substation,f,'"TSO"=>"", "oid"=>"29912", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',40.461273,21.719956
4,11,380,f,Substation,f,'"TSO"=>"", "oid"=>"29899", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.508209,24.718143
5,12,,t,Substation,f,'"TSO"=>"", "oid"=>"29896", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.635925,24.77676
6,15,380,f,Substation,f,'"TSO"=>"", "oid"=>"29884", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.5755,24.403386
7,16,380,f,Substation,f,'"TSO"=>"", "oid"=>"29900", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.38736,23.874536
8,17,380,f,Substation,f,'"TSO"=>"", "oid"=>"29902", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.883118,22.75972
9,18,380,f,Substation,f,'"TSO"=>"", "oid"=>"29906", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.719696,22.27766
10,19,380,f,Substation,f,'"TSO"=>"", "oid"=>"29907", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.651031,22.243344
11,21,380,f,Substation,f,'"TSO"=>"", "oid"=>"29908", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.711456,22.039822
12,22,380,f,Substation,f,'"TSO"=>"", "oid"=>"29889", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.715576,21.986348
13,23,380,f,Substation,f,'"TSO"=>"", "oid"=>"29905", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.747162,22.159427
14,24,380,f,Substation,f,'"TSO"=>"", "oid"=>"29903", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',40.02594,22.081822
15,25,380,f,Substation,f,'"TSO"=>"", "oid"=>"29888", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',40.156403,22.136532
16,26,380,f,Substation,f,'"TSO"=>"", "oid"=>"29910", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',40.301971,22.093275
17,28,380,f,Substation,f,'"TSO"=>"", "oid"=>"29911", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',40.402222,21.945593
18,30,380,f,Substation,f,'"oid"=>"59713", "country"=>"LY", "visible"=>"1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',13.215179,32.760717
19,31,220,f,Substation,f,'"TSO"=>"", "oid"=>"57355", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',33.825531,26.712494
20,32,220,f,Substation,t,'"TSO"=>"", "oid"=>"57422", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',34.554749,25.591994
21,33,220,f,Substation,t,'"TSO"=>"", "oid"=>"57423", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',35.088959,24.509642
22,34,220,f,Substation,t,'"TSO"=>"", "oid"=>"57424", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',35.305939,23.779061
23,35,380,f,Substation,f,'"TSO"=>"", "oid"=>"29882", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',37.53891,24.782994
24,36,380,f,Substation,f,'"TSO"=>"", "oid"=>"29883", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',38.886108,24.442149
25,38,380,f,Substation,f,'"TSO"=>"", "oid"=>"29881", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',38.908081,23.517404
26,40,380,f,Substation,f,'"TSO"=>"", "oid"=>"29893", "country"=>"SA", "visible"=>"1", "capacity"=>"-1", "tie_line_s"=>"0", "visible_on_printed"=>"1"',39.291229,22.969773
27,41,220,f,Substation,t,'"TSO"=>"", "oid"=>"57387", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',28.981934,25.899997
28,42,220,f,Substation,f,'"TSO"=>"", "oid"=>"57189", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',29.976196,25.985206
29,43,220,f,Substation,f,'"TSO"=>"", "oid"=>"57425", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',31.125641,26.93309
30,44,220,f,Substation,f,'"TSO"=>"", "oid"=>"57426", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',31.334381,26.760326
31,45,132,f,Substation,f,'"TSO"=>"", "oid"=>"57063", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',31.710663,26.584843
32,46,220,f,Substation,f,'"TSO"=>"", "oid"=>"57072", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',31.68045,26.473032
33,47,132,f,Substation,f,'"TSO"=>"", "oid"=>"57151", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',32.281952,26.23307
36,48,500,f,Substation,f,'"TSO"=>"", "oid"=>"57056", "country"=>"EG", "visible"=>"1", "EIC_code"=>"", "capacity"=>"0", "tie_line_s"=>"0", "visible_on_printed"=>"1"',32.303925,26.001253
