bus_id,station_id,voltage,dc,symbol,under_construction,tags,geometry
1,23,220,f,Substation,f,'"mw"=>"-1", "country"=>"RU", "ogc_fid"=>"8329", "visible"=>"1", "name_eng"=>"unknown", "objectid"=>"2057", "duplicate"=>"217", "mb_symbol"=>"substation", "annotation"=>""',POINT(37.320557 59.119588)
2,29,132,f,Substation,f,'"mw"=>"0", "tso"=>" ", "country"=>"TN", "ogc_fid"=>"7644", "visible"=>"1", "anno_box"=>"0", "category"=>"0", "name_eng"=>"Tunis", "name_nat"=>" ", "objectid"=>"0", "duplicate"=>"2", "mb_symbol"=>"substation", "annotation"=>"", "country_group"=>" ", "tie_line_station"=>"0"',POINT(10.140381 36.73008)
3,30,132,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"6920", "visible"=>"1", "name_eng"=>"unknown", "name_nat"=>" ", "objectid"=>"381", "duplicate"=>"203", "mb_symbol"=>"substation", "annotation"=>"", "tie_line_station"=>"1"',POINT(35.046387 32.500496)
4,30,380,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"6920", "visible"=>"1", "name_eng"=>"unknown", "name_nat"=>" ", "objectid"=>"381", "duplicate"=>"203", "mb_symbol"=>"substation", "annotation"=>"", "tie_line_station"=>"1"',POINT(35.046387 32.500496)
5,32,220,f,Substation,f,'"mw"=>"0", "tso"=>" ", "country"=>"LY", "ogc_fid"=>"7726", "visible"=>"1", "anno_box"=>"0", "category"=>"0", "name_eng"=>" ", "name_nat"=>" ", "objectid"=>"0", "duplicate"=>"15", "mb_symbol"=>"substation", "annotation"=>"", "country_group"=>" ", "tie_line_station"=>"0"',POINT(15.249023 30.836215)
6,34,380,f,Substation,f,'"mw"=>"-1", "country"=>"IQ", "ogc_fid"=>"340", "visible"=>"1", "name_eng"=>"Mosul", "name_nat"=>" ", "objectid"=>"345", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Mosul"',POINT(43.26416 35.995785)
7,35,380,f,Substation,f,'"mw"=>"-1", "country"=>"IQ", "ogc_fid"=>"341", "visible"=>"1", "name_eng"=>"Saddam Dam", "name_nat"=>" ", "objectid"=>"346", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Saddam Dam"',POINT(42.758789 36.332828)
8,38,380,f,Substation,f,'"mw"=>"-1", "country"=>"IQ", "ogc_fid"=>"344", "visible"=>"1", "name_eng"=>"Baji", "name_nat"=>" ", "objectid"=>"349", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Baji"',POINT(43.406982 35.083956)
9,39,380,f,Substation,f,'"mw"=>"-1", "country"=>"IQ", "ogc_fid"=>"345", "visible"=>"1", "name_eng"=>"Qaim", "name_nat"=>" ", "objectid"=>"350", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Qaim", "tie_line_station"=>"1"',POINT(42.1875 34.397845)
10,40,380,f,Substation,f,'"mw"=>"-1", "country"=>"IQ", "ogc_fid"=>"346", "visible"=>"1", "name_eng"=>"Qadessiya", "name_nat"=>" ", "objectid"=>"351", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Qadessiya"',POINT(42.868652 34.615127)
11,58,132,f,'Substation, under construction',t,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"366", "visible"=>"1", "name_eng"=>"Jenin", "name_nat"=>" ", "objectid"=>"371", "duplicate"=>"1", "mb_symbol"=>"substation_cons", "annotation"=>"Jenin"',POINT(35.36499 32.481963)
12,59,132,f,'Substation, under construction',t,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"367", "visible"=>"1", "name_eng"=>"Tul karm", "name_nat"=>" ", "objectid"=>"372", "duplicate"=>"1", "mb_symbol"=>"substation_cons", "annotation"=>"Tul karm", "tie_line_station"=>"1"',POINT(35.079346 32.333559)
13,62,132,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"370", "visible"=>"1", "name_eng"=>"Beer Sheva", "name_nat"=>" ", "objectid"=>"376", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Beer Sheva"',POINT(34.760742 31.147006)
14,62,380,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"370", "visible"=>"1", "name_eng"=>"Beer Sheva", "name_nat"=>" ", "objectid"=>"376", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Beer Sheva"',POINT(34.760742 31.147006)
15,63,132,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"371", "visible"=>"1", "name_eng"=>"Sdom", "name_nat"=>" ", "objectid"=>"377", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Sdom"',POINT(35.310059 30.892797)
16,64,132,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"372", "visible"=>"1", "name_eng"=>"Eilat", "name_nat"=>" ", "objectid"=>"378", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Eilat"',POINT(34.936523 29.52567)
17,65,132,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"373", "visible"=>"1", "name_eng"=>"Ashkelon", "name_nat"=>" ", "objectid"=>"379", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Ashkelon", "tie_line_station"=>"1"',POINT(34.562988 31.681433)
18,65,380,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"373", "visible"=>"1", "name_eng"=>"Ashkelon", "name_nat"=>" ", "objectid"=>"379", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Ashkelon", "tie_line_station"=>"1"',POINT(34.562988 31.681433)
19,67,380,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"375", "visible"=>"1", "name_eng"=>"Ashdod", "name_nat"=>" ", "objectid"=>"381", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Ashdod"',POINT(34.727783 31.961484)
20,69,380,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"377", "visible"=>"1", "name_eng"=>"Hadera", "name_nat"=>" ", "objectid"=>"383", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Hadera"',POINT(34.94751 32.639375)
21,71,380,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"379", "visible"=>"1", "name_eng"=>"Tel-Aviv", "name_nat"=>" ", "objectid"=>"385", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Tel-Aviv"',POINT(34.881592 32.194209)
22,73,380,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"381", "visible"=>"1", "name_eng"=>"Zvulun", "name_nat"=>" ", "objectid"=>"387", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Zvulun"',POINT(35.134277 32.898038)
23,80,380,f,Substation,f,'"mw"=>"-1", "country"=>"IL", "ogc_fid"=>"417", "visible"=>"1", "name_eng"=>"Tiberias", "name_nat"=>" ", "objectid"=>"426", "duplicate"=>"1", "mb_symbol"=>"substation", "annotation"=>"Tiberias"',POINT(35.441895 32.98102)
