snapshots,Wind 0,Wind 1,Wind 2,Wind 3,Wind 4,Wind 5
2015-01-01 00:00:00,0.6645069798122745,0.21077990401980184,0.5408586855501464,0.9555234489250162,0.8064168217709935,0.7820875324390542
2015-01-01 01:00:00,0.7928924357994026,0.9090478713103036,0.8349582411932921,0.9536723730084786,0.6245016397855327,0.2596946634239359
2015-01-01 02:00:00,0.6141440687696298,0.09365871838508055,0.8909897364687446,0.6100882560235279,0.7704034829060697,0.7846699076267758
2015-01-01 03:00:00,0.9295844143283879,0.5255194462465398,0.5132350003677757,0.9270965122984196,0.23920907326775276,0.5263674130380641
2015-01-01 04:00:00,0.14388426813664323,0.5021405970017417,0.7924403651604878,0.6203683915462291,0.4349239889542237,0.7266916481358385
2015-01-01 05:00:00,0.7334612830583594,0.28158110728037355,0.0004477588510835018,0.22153928536465584,0.46624328216180955,0.900875600107644
2015-01-01 06:00:00,0.0006645221965481118,0.08915957906949623,0.29999107844420725,0.9675679235639272,0.7530220345891356,0.5576471024034796
2015-01-01 07:00:00,0.7539998701970141,0.1705118675787981,0.48608997623812944,0.6513868214629991,0.38498928687555845,0.08748757041066002
2015-01-01 08:00:00,0.4612273617491387,0.062103998916947845,0.16934201547274152,0.07381728901180407,0.4941837833630712,0.4821941745906092
2015-01-01 09:00:00,0.46529568382304676,0.01995521473127926,0.2666522982309132,0.021980591377685266,0.6506171884384863,0.08426843612937285
