name,0,1,2,3,4,5
2015-01-01 00:00:00,144.526100563,448.145283245,-592.671383808,-1283.02515973,1617.18977521,-334.164615477
2015-01-01 01:00:00,270.329634057,123.534536107,-393.864170164,-1364.11019936,-847.440459764,2211.55065912
2015-01-01 02:00:00,270.34438284,69.7442492969,-340.088632137,-1261.06660426,1214.28067641,46.7859278505
2015-01-01 03:00:00,270.091748311,991.127603023,-1261.21935133,-974.0412465,-1803.86367431,2777.90492081
2015-01-01 04:00:00,270.390287113,-97.6732163405,-172.717070772,-1345.4020887,-520.384943654,1865.78703235
2015-01-01 05:00:00,270.265565552,357.198768393,-627.464333946,-1147.6735053,-1454.47524549,2602.14875079
2015-01-01 06:00:00,270.392216954,-104.711539938,-165.680677016,-861.404967748,-1112.7465744,1974.15154214
2015-01-01 07:00:00,-0.21776933728,794.226517946,-794.008748609,-433.960301757,-1659.93556481,2093.89586657
2015-01-01 08:00:00,33.7369510196,-21.1306727195,-12.6062783001,-1733.44429321,1088.20745201,645.236841206
2015-01-01 09:00:00,270.297749093,239.822180715,-510.119929809,-957.70540718,-1026.50089973,1984.20630691
2015-01-01 10:00:00,270.227652116,495.472855338,-765.700507454,-1063.31166257,-2202.50615633,3265.8178189
2015-01-01 11:00:00,270.050322816,1142.21051964,-1412.26084246,-696.970081317,-2540.38786789,3237.35794921
